First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Ernest,Gomez,09/20/1995,29,(319)723-1073,6,108,78,95,105,17,99.4,109
Velma,Lyons,08/01/1968,56,(989)752-5603,9,119,75,100,88,14,99.3,111
Noah,Davis,09/12/1988,36,(334)900-4924,4,115,75,99,147,14,100.0,105
Waldo,Adkins,07/29/2003,21,(228)626-9756,1,114,70,95,101,20,99.8,105
Cara,Zhang,04/04/2002,22,(327)461-6967,5,110,73,100,93,13,100.3,104
Katherine,Young,08/11/1952,72,(386)950-1694,8,111,74,99,118,17,99.0,108
Sally,Chen,11/26/1997,27,(934)306-1600,2,110,69,97,77,12,100.2,104
Ilene,Gaines,11/17/1953,71,(920)435-7515,3,112,71,99,86,20,99.7,103
Megan,Wilson,06/02/2000,24,(430)813-2716,3,102,77,100,108,12,98.8,112
John,Taylor,08/23/1982,42,(701)551-2045,0,117,73,96,113,15,99.6,107
Raymond,Love,11/17/1956,68,(754)723-1060,7,116,76,95,103,18,100.1,111
Mustafa,Potter,02/18/1998,26,(904)395-2182,7,108,78,97,120,14,100.3,115
Duncan,Davis,02/15/1978,46,(239)282-6443,5,103,78,100,93,14,98.9,110
Barbara,Mays,10/14/1984,40,(930)364-1094,8,120,72,96,98,16,99.7,106
William,Mays,12/30/1964,59,(859)654-2874,6,116,74,99,91,18,98.9,107
Velma,Mullins,03/25/2005,19,(610)286-3307,3,115,67,99,155,20,99.0,101
Carrol,Lin,02/08/1977,47,(283)031-6583,4,110,75,99,146,17,99.4,115
Judson,Lyons,02/17/1952,72,(978)015-7783,1,110,71,96,86,19,99.2,105
Jenny,Love,01/14/2004,20,(386)780-5572,6,117,69,95,128,20,100.2,115
Velma,Keith,09/18/1968,56,(754)102-1912,6,106,78,97,140,19,99.6,102
Samuel,Jones,02/11/2000,24,(806)480-6508,0,111,72,99,85,15,99.1,104
Jordan,Jones,09/19/1981,43,(331)451-0268,4,117,73,98,127,17,99.8,104
Tommy,Simpson,05/12/1971,53,(686)232-9241,8,112,69,97,110,17,99.7,111
Kevin,Love,10/11/1952,72,(659)231-5257,7,103,70,96,98,18,99.6,112
Felton,Martinez,04/05/1999,25,(480)751-6710,5,117,76,95,125,15,99.4,109
Harri,Clark,11/01/1982,42,(562)785-6613,5,100,71,95,120,18,99.9,106
Duncan,Lopez,07/15/2001,23,(315)519-4209,3,108,69,99,108,12,98.7,110
Tommy,Ward,11/13/1958,66,(636)935-9238,6,116,77,99,127,19,99.4,110
Felton,Martin,12/13/1999,25,(256)343-6186,7,105,76,96,117,19,99.8,113
Harold,Anderson,09/06/1976,48,(765)231-1125,0,111,72,98,137,20,99.5,106
Tonia,Hernandez,04/22/2004,20,(763)885-1536,5,102,75,100,119,14,100.4,106
Waldo,Simpson,01/15/1955,69,(254)985-3615,0,118,71,99,89,16,98.8,102
Jordan,Miller,10/28/1991,33,(557)488-8635,6,119,71,95,98,18,98.8,115
Duncan,Johnson,09/09/2005,19,(813)471-4767,3,109,72,98,122,20,99.4,105
David,Garcia,11/19/1980,44,(270)616-9871,1,103,75,100,148,12,98.7,107
Cara,Smith,02/13/1995,29,(229)851-7804,9,108,75,97,109,13,99.8,107
Ada,Simpson,09/06/1980,44,(360)092-3214,3,104,72,99,143,19,100.1,102
Liam,Martinez,08/10/1964,60,(656)708-6907,4,101,70,95,113,19,98.8,107
Harri,Taylor,08/29/2003,21,(903)612-9043,0,102,76,95,99,20,98.9,109
John,Murray,06/08/1965,59,(817)443-4817,4,117,79,98,92,19,98.6,109
Betty,Hernandez,04/14/1970,54,(840)819-5267,3,101,75,100,114,20,99.9,109
