First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Hershel,Anderson,04/08/1999,25,(724)233-5333,7,108,75,95,91,15,99.5,105
Dexter,Thomas,08/11/1971,53,(515)953-9997,0,114,79,98,89,19,99.9,115
Kelly,Chen,01/21/2004,20,(724)379-6029,6,105,68,96,126,20,99.0,103
Jordan,Jones,11/23/1990,34,(386)287-2607,3,106,72,98,129,20,98.6,107
Vivian,Murray,03/30/1949,75,(779)560-7378,9,118,70,100,84,19,98.7,115
David,Wilson,09/08/1967,57,(571)141-4374,3,107,79,98,116,14,100.3,104
Samuel,Jackson,06/21/1989,35,(386)341-1420,9,104,67,95,135,17,100.0,111
Kelly,Valencia,09/12/1973,51,(248)145-1258,1,106,75,97,85,20,99.9,113
David,Miller,07/07/1972,52,(540)040-7049,3,113,70,98,99,14,99.6,107
Jennifer,Potter,10/13/1966,58,(903)164-5874,0,106,71,96,123,20,99.4,111
Harri,Robinson,12/12/1959,65,(626)679-3307,9,106,68,95,95,19,99.2,101
Liam,Lin,07/22/2000,24,(719)944-0243,2,101,74,96,98,18,99.1,107
Douglas,Moore,02/23/1994,30,(682)515-6401,8,120,74,98,157,19,99.5,107
Barbara,Chen,12/17/1975,48,(350)756-3629,7,110,71,99,98,16,99.4,115
Logan,Murray,09/19/2002,22,(980)066-0076,8,112,77,98,96,12,99.3,107
Cara,Young,01/07/1989,35,(681)587-9244,8,116,75,95,126,15,98.9,109
Sally,Huynh,01/29/1984,40,(218)401-6943,7,115,73,100,145,13,99.1,105
Andre,Mullins,04/28/2001,23,(329)291-3156,3,106,79,98,105,20,99.0,110
Ada,Potter,05/08/2001,23,(323)139-0361,2,115,72,95,85,12,99.8,106
Felton,Davis,08/11/1998,26,(408)178-4281,7,109,77,97,106,20,99.4,113
Logan,Navarro,10/20/1960,64,(318)533-7333,1,117,75,97,129,18,100.1,111
Andre,Martinez,01/23/2004,20,(347)817-8909,2,107,70,99,155,13,99.6,101
Hershel,Wilson,06/29/1967,57,(369)296-5392,3,119,68,100,109,12,98.7,101
Kelly,White,08/08/1991,33,(864)497-7629,3,101,73,95,121,14,99.1,114
David,Garcia,09/28/1989,35,(262)643-8664,0,119,76,97,147,20,98.9,113
Noah,Gomez,10/01/1977,47,(279)039-2462,1,116,73,99,128,15,98.9,114
Athena,Thomas,04/02/1989,35,(235)026-4339,4,120,68,96,150,16,98.9,115
Ada,Jones,12/07/1995,29,(951)626-9666,5,102,73,100,127,16,100.4,105
Cara,Taylor,10/24/1975,49,(330)769-9232,2,115,75,100,108,19,100.3,101
Judson,Lee,04/04/1951,73,(972)954-0313,8,118,67,96,101,15,99.7,105
Jerald,Holt,07/25/1950,74,(773)860-5737,4,119,78,97,118,18,98.9,112
Harold,Lin,03/26/1985,39,(640)504-8287,7,108,78,98,113,20,99.8,107
Judson,Navarro,11/05/2001,23,(925)764-6136,1,118,67,96,89,19,98.7,106
Johnnie,Leblanc,04/02/2002,22,(414)852-3798,6,112,74,98,98,18,99.2,115
Carrol,Davis,01/20/1995,29,(915)825-7256,4,110,71,97,85,18,99.3,112
Connor,Chen,04/26/1959,65,(327)198-4321,5,107,75,99,91,20,99.1,111
Ilene,Gaines,01/11/1959,65,(641)316-0482,2,119,75,96,78,19,100.2,115
Elijah,White,10/26/1998,26,(406)544-9332,2,113,73,99,82,20,98.8,113
Hershel,Anderson,10/07/1974,50,(945)437-2665,0,110,78,100,88,20,99.4,112
Tonia,Lee,06/10/1954,70,(779)196-4680,6,109,69,96,116,19,100.1,104
Harold,Lee,03/14/1965,59,(762)895-1068,1,116,76,96,124,13,99.8,101
John,Garcia,07/20/1981,43,(346)232-9415,7,109,73,97,97,16,100.3,104
Johnnie,Martinez,12/13/1966,58,(763)532-7551,6,105,75,100,114,17,99.6,104
Brandi,Robinson,12/11/1973,51,(564)940-7038,0,109,74,97,127,12,100.0,106
Josh,Johnson,07/13/1996,28,(907)095-8502,6,119,73,99,116,19,99.4,103
Carrol,Anderson,03/08/1980,44,(906)375-8827,5,112,77,97,152,15,99.0,115
Felton,Ward,02/14/1961,63,(220)966-0319,1,106,67,95,103,16,98.7,101
Hershel,Jones,09/15/1984,40,(260)102-8666,6,105,71,99,143,18,98.7,110
Logan,Allen,11/02/1957,67,(419)416-0621,3,106,67,99,99,20,100.1,112
Ilene,Zhang,05/13/1955,69,(850)852-9949,4,100,79,100,129,16,99.3,106
Ernest,Thomas,01/21/2000,24,(659)387-3688,9,114,79,97,100,12,98.8,115
Hamza,Martinez,11/30/2000,24,(479)654-6855,0,103,69,100,85,14,98.8,111
Megan,Thompson,10/31/1970,54,(909)056-9944,9,105,71,98,122,17,98.7,110
Carlos,Martin,03/01/1969,55,(631)018-5635,2,117,71,100,91,16,100.2,115
Cara,Mays,06/11/1965,59,(220)731-2889,9,100,72,98,101,12,100.2,110
William,Taylor,03/05/1973,51,(570)770-4458,2,101,74,100,123,12,99.0,107
