First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Tommy,Huynh,07/19/1986,38,(719)803-6540,9,101,75,98,114,20,99.6,113
Noah,Johnson,04/25/2001,23,(702)602-1605,0,114,77,99,77,13,99.0,113
Harold,Martin,01/19/1981,43,(707)057-4738,9,110,68,99,133,17,100.3,105
Dexter,Smith,08/25/1990,34,(572)936-7623,1,117,77,99,154,18,98.9,115
Tommy,Simpson,02/04/1981,43,(660)109-7671,1,114,69,96,114,20,99.1,106
Bella,Hernandez,03/26/1964,60,(310)234-3549,4,117,78,97,94,20,99.0,105
William,Davis,12/30/1972,51,(215)281-3222,4,112,75,100,133,14,99.3,108
Barbara,Walker,05/15/1951,73,(309)727-2366,4,108,72,97,91,20,99.8,102
Jason,Gonzales,05/10/1978,46,(260)039-1985,8,117,67,96,110,15,100.1,114
Samuel,Hickman,10/10/1982,42,(317)536-9324,4,109,67,95,94,15,100.3,104
Katherine,Lin,09/21/1959,65,(838)050-0152,4,109,76,99,125,14,99.3,115
Ernest,Davis,06/06/1984,40,(270)019-6481,3,119,76,100,142,14,99.5,103
Josh,Jackson,12/19/1975,48,(858)154-9622,4,111,69,95,105,15,99.9,107
Oscar,Gomez,04/07/1955,69,(425)732-5464,5,105,73,98,101,13,99.1,111
Brandi,Gonzales,05/20/1954,70,(838)230-5330,9,117,77,97,84,20,100.1,110
Barbara,Wilson,08/27/1950,74,(351)082-1273,5,115,69,96,121,17,98.9,107
Thea,Anderson,09/11/1976,48,(662)257-0671,2,106,79,100,96,20,100.1,106
Oscar,Hernandez,11/23/1974,50,(409)592-8808,5,109,71,98,137,18,98.9,102
Brandi,Navarro,03/12/1995,29,(661)018-1594,8,100,79,97,104,12,99.4,102
Duncan,Simpson,03/09/1959,65,(252)376-1639,3,106,69,97,124,12,99.1,110
Liam,Navarro,04/19/1984,40,(231)031-5693,9,109,75,100,148,12,99.4,103
Jessica,Young,09/05/1967,57,(480)673-7440,4,118,75,97,115,19,99.0,108
Waldo,Allen,04/21/1987,37,(518)155-1219,2,108,68,96,110,17,99.4,109
Isabelle,Mays,03/31/2004,20,(510)641-4164,6,113,69,98,116,14,100.0,109
John,Allen,07/27/1962,62,(435)640-4322,1,109,75,100,92,16,100.1,111
Wes,Moore,11/02/2004,20,(928)368-9931,0,110,75,100,112,12,98.8,110
Carrol,Ward,09/08/1982,42,(234)905-7916,5,100,75,95,100,15,99.3,114
Carlos,Ward,01/17/1958,66,(831)412-5834,0,120,73,96,82,15,99.9,105
Tommy,Anderson,08/07/1982,42,(863)264-4592,3,107,70,98,115,17,99.3,115
Carlos,Mullins,04/25/1963,61,(747)574-0360,1,113,73,97,89,17,99.9,110
Ilene,Thomas,07/24/2000,24,(332)439-7880,7,104,77,100,76,18,98.8,115
Douglas,Thomas,12/12/1964,60,(864)722-6626,7,120,71,97,125,17,99.7,113
Lucas,Hernandez,10/09/1967,57,(616)692-5952,7,113,67,97,135,12,100.2,109
Velma,Garcia,02/01/1982,42,(919)835-3113,2,118,76,96,153,18,100.1,104
Jordan,White,09/12/2001,23,(609)923-2226,9,109,75,97,86,19,99.2,103
Athena,Lee,11/11/1986,38,(940)960-6859,6,118,74,98,149,14,99.7,101
Bella,Beard,03/26/1954,70,(919)251-3949,1,111,72,100,118,20,99.0,104
Harri,Adkins,09/30/1960,64,(234)633-3986,3,101,67,95,124,12,99.2,113
Brandi,Martin,09/19/1953,71,(916)332-2847,0,107,67,98,88,18,99.4,101
Bella,Leblanc,10/04/1955,69,(327)512-9209,7,107,72,100,84,19,100.0,110
Oscar,Cohen,11/28/1967,57,(979)194-3048,1,111,78,100,134,17,99.4,115
Duncan,Martinez,09/14/1982,42,(956)796-4716,5,113,78,98,124,14,99.9,109
Raymond,Anderson,06/13/1958,66,(954)013-6714,4,116,73,97,92,14,99.3,108
