First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Felton,Robinson,06/23/1976,48,(808)229-6141,2,106,78,96,110,12,99.1,105
Brandi,Gonzales,09/26/1985,39,(564)291-1694,3,103,68,99,109,17,99.6,104
Velma,Chen,08/28/1997,27,(850)447-7164,9,108,73,95,103,14,98.7,106
Jenny,Garcia,06/16/1978,46,(872)585-5605,3,119,70,96,97,16,98.9,114
Cara,Lin,12/11/2005,19,(861)788-9986,2,106,74,98,141,18,99.9,103
Liam,Hickman,05/19/1969,55,(972)973-3659,5,115,73,96,89,19,99.1,115
Bella,Gaines,05/23/1972,52,(872)714-3431,3,105,74,99,95,17,98.8,103
Barbara,Davis,07/29/1981,43,(801)167-8867,2,104,67,98,101,15,99.9,101
Lucas,White,10/11/1961,63,(912)700-2076,6,117,70,97,135,19,100.2,112
Stacey,Young,07/20/1956,68,(907)998-9401,9,117,72,95,112,13,99.9,102
William,White,06/23/1990,34,(363)387-3615,9,114,76,96,95,17,99.5,110
John,Gonzales,07/07/1970,54,(940)770-4792,4,102,72,99,143,17,99.8,113
Elijah,Valencia,04/26/1951,73,(417)794-3680,4,115,76,95,89,19,98.9,114
Barbara,Martinez,04/12/1953,71,(947)654-1150,4,112,74,100,99,19,98.8,108
Judson,Anderson,05/12/1989,35,(369)776-9275,7,108,69,100,124,15,99.8,115
Jenny,Beard,01/26/1950,74,(945)497-8969,7,110,74,97,80,18,100.0,107
Johnnie,White,08/10/1950,74,(283)506-0033,4,120,69,100,81,19,99.0,114
Jenny,Cohen,01/13/1953,71,(469)475-1734,1,106,77,96,85,17,100.2,110
Betty,Mays,11/13/1978,46,(940)824-9114,4,117,77,97,91,18,100.3,112
Kelly,Navarro,02/14/1980,44,(443)563-0626,6,100,76,95,114,13,99.2,106
Sally,Anderson,09/14/1970,54,(326)149-0255,1,103,79,98,89,16,100.1,104
Velma,Lopez,09/30/2001,23,(623)736-3493,3,109,76,98,101,20,100.2,104
Douglas,Mays,11/19/1972,52,(860)101-9176,3,100,77,100,104,16,99.9,113
Raymond,Lin,02/24/1962,62,(557)043-4754,4,120,75,95,118,16,99.4,112
Ada,Wilson,11/30/1981,43,(240)786-4087,3,110,67,98,132,18,99.3,104
Thea,Gomez,09/19/1985,39,(447)613-1648,4,113,72,97,145,17,99.6,108
Harri,Hernandez,05/02/1971,53,(217)744-2889,4,100,67,100,92,12,98.8,103
Liam,Thompson,03/04/1957,67,(806)301-3070,3,110,68,96,113,16,100.1,114
Ernest,Taylor,03/12/1998,26,(951)005-4710,4,120,67,99,85,20,99.9,102
Douglas,Thomas,04/06/1952,72,(878)956-1780,2,102,75,100,95,15,99.8,105
Cara,Mullins,06/28/1982,42,(530)113-5109,3,119,69,98,140,14,100.0,112
Cara,Gaines,04/13/1951,73,(904)816-6237,2,100,73,95,121,18,98.7,113
Carlos,Anderson,03/14/1980,44,(717)907-1677,5,116,70,98,114,18,99.0,109
Douglas,Mullins,08/22/1992,32,(445)718-3603,0,109,67,97,129,13,98.8,105
Raymond,Gomez,10/05/1960,64,(210)033-4601,5,113,71,99,102,12,99.9,111
Jennifer,Lewis,05/28/1996,28,(575)871-0602,4,117,76,98,123,17,98.9,104
Kelly,Allen,04/02/2002,22,(539)559-3952,3,107,71,95,127,12,99.6,110
Douglas,Mullins,10/19/1991,33,(305)444-7470,6,114,79,96,124,12,99.7,112
Hamza,Brown,06/29/1977,47,(472)518-7984,3,107,67,96,128,16,99.8,110
Hershel,Taylor,10/24/1974,50,(442)235-6699,6,112,68,96,102,17,98.7,105
Jordan,Simpson,12/27/1997,26,(727)770-9640,9,118,75,98,96,16,99.0,115
Velma,Wilson,05/29/1997,27,(775)492-6602,6,103,71,98,82,20,100.3,106
Raymond,Huynh,12/02/1986,38,(559)032-8774,7,118,69,99,149,20,99.1,111
Jerald,Gaines,09/14/1955,69,(331)309-1369,2,117,75,96,113,17,100.2,104
Duncan,Mays,11/24/1961,63,(571)728-3437,4,119,70,96,112,12,99.8,110
Jenny,Martin,01/03/1992,32,(239)926-3546,6,115,71,100,106,18,99.0,107
Carrol,Gaines,11/09/1999,25,(248)417-0504,3,116,68,99,80,16,99.4,101
Johnnie,Adkins,04/29/1951,73,(718)081-4985,7,116,67,98,115,15,98.6,111
Cara,Potter,12/20/1984,39,(603)109-1777,6,106,71,99,109,18,100.2,105
Noah,Thomas,08/02/1996,28,(224)313-0661,4,110,72,96,117,16,98.7,113
Andre,Mays,04/20/1974,50,(686)841-1626,3,102,73,96,99,12,98.6,111
Bella,Martin,10/25/1961,63,(618)513-2739,8,100,67,98,112,19,99.2,110
Cara,Navarro,02/02/1998,26,(628)374-5381,3,105,69,98,123,12,98.7,101
Sally,White,08/04/1970,54,(562)300-0000,7,104,78,99,113,16,98.9,112
Bella,Gaines,09/22/1971,53,(814)998-4304,8,116,73,99,128,18,99.7,107
Josh,Lopez,10/29/1984,40,(702)748-9824,4,109,79,95,112,12,99.7,101
Jenny,Davis,02/01/2005,19,(573)511-7496,7,114,71,98,151,14,99.3,113
