First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Thea,Wilson,09/06/1983,41,(854)435-4635,6,105,78,97,134,12,99.3,107
Jenny,Anderson,05/19/2002,22,(857)301-3392,8,114,75,97,76,14,99.5,106
Ernest,Lyons,04/29/1956,68,(575)494-6957,2,107,76,100,129,12,99.3,102
Jessica,Young,09/06/1963,61,(970)652-0067,1,109,76,100,130,14,99.5,105
Jennifer,Johnson,09/05/1982,42,(630)906-9948,0,116,71,95,121,14,99.9,102
John,Thomas,02/14/2003,21,(409)603-9035,3,117,74,96,76,17,100.4,101
Josh,Mays,03/10/1982,42,(769)179-9183,2,106,76,95,127,20,99.3,102
Jerald,Clark,12/23/1959,64,(443)593-4138,1,102,74,97,108,19,98.7,103
Carrol,Smith,02/25/1963,61,(626)792-2712,8,112,77,99,82,15,99.2,104
Logan,Huynh,03/16/1960,64,(414)328-4275,8,112,79,100,105,14,99.7,101
Tonia,Lewis,06/24/1959,65,(201)762-4127,6,111,73,99,127,19,99.2,110
Connor,Chen,02/28/1999,25,(541)316-7181,5,101,76,97,95,18,99.5,114
Connor,Allen,05/31/1961,63,(715)439-0728,2,112,69,95,125,15,100.4,105
Cathy,Potter,08/15/1957,67,(414)716-0382,3,115,73,100,93,19,99.2,114
Douglas,Young,09/27/1970,54,(443)484-5149,4,108,74,100,133,19,99.9,106
Cara,Thomas,12/18/1967,56,(518)189-6201,8,115,74,96,97,12,100.3,103
Jenny,Gaines,04/27/1980,44,(557)719-5389,2,101,67,99,101,16,98.7,113
Elijah,Lyons,01/13/1987,37,(330)144-7894,1,113,71,95,120,17,99.8,106
Felton,Adkins,02/15/1987,37,(813)858-6811,4,103,76,100,116,12,99.1,109
Duncan,Walker,02/11/1956,68,(983)434-1117,6,112,79,96,96,17,98.6,113
Cara,Walker,10/25/1977,47,(801)036-2465,5,105,72,98,140,16,100.4,112
Jerald,Martin,01/28/1978,46,(505)306-9755,6,120,71,98,144,17,99.1,105
Cathy,Garcia,06/08/1954,70,(363)015-3497,3,119,77,96,82,20,100.4,105
Andre,Lin,02/18/1982,42,(973)390-7607,4,118,76,97,93,20,99.9,105
Stacey,Keith,06/15/2005,19,(689)247-1700,3,106,68,99,106,15,99.3,104
Velma,Davis,08/05/2002,22,(272)813-3087,1,115,71,97,127,16,99.4,105
Duncan,Allen,05/01/1996,28,(808)502-2206,3,114,76,96,126,20,99.1,113
Jenny,Young,04/29/1957,67,(617)407-1192,1,113,74,96,116,19,99.6,105
Andre,Lewis,05/28/1959,65,(803)422-1915,4,111,68,100,94,19,99.2,112
Sally,Martinez,11/04/1988,36,(205)174-1784,5,119,67,96,98,19,99.1,114
Jason,Thompson,03/28/1965,59,(313)334-6526,0,108,74,99,107,19,100.3,102
Barbara,Gaines,07/01/1953,71,(863)392-9387,8,106,68,97,77,15,100.0,105
Isabelle,Thomas,01/03/1983,41,(970)532-5614,1,118,78,95,146,18,100.4,112
Douglas,Lee,03/10/1999,25,(860)841-7201,6,120,78,97,98,19,100.1,110
Noah,Lyons,10/17/1983,41,(235)439-9445,2,113,72,95,138,18,99.1,107
Megan,Love,06/13/1967,57,(307)695-2425,7,103,78,95,97,18,99.9,112
Logan,Holt,10/26/1985,39,(878)408-3803,5,100,74,96,123,15,98.7,103
Logan,Thompson,07/04/1976,48,(478)659-6873,5,118,77,98,145,16,98.8,112
Dexter,Jones,03/28/1970,54,(380)191-3209,0,101,75,98,139,20,99.2,112
Johnnie,Thomas,04/15/1977,47,(645)009-5415,4,104,77,99,143,12,99.1,115
Jennifer,Mullins,08/14/1979,45,(708)155-8918,4,100,67,99,123,13,100.0,110
Oscar,Beard,01/04/1973,51,(386)033-6185,9,120,74,96,107,13,99.8,109
Katherine,Gaines,02/11/1964,60,(907)071-8850,8,107,68,96,125,18,99.8,101
Sally,Ward,02/01/1965,59,(856)757-2604,7,120,74,96,87,17,98.9,105
Brandi,Leblanc,11/15/1998,26,(747)178-7490,9,100,76,100,120,20,99.3,109
Vivian,Wilson,04/11/1976,48,(318)169-9700,6,116,75,96,97,14,100.1,114
Simon,Keith,08/15/1994,30,(248)738-4303,9,103,78,98,107,20,100.0,114
