First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Dexter,Beard,05/09/2004,20,(331)866-6550,9,101,69,96,110,16,100.0,103
Isabelle,Jones,04/23/2005,19,(210)056-7112,5,116,75,96,159,20,100.3,114
Liam,Love,03/30/1999,25,(757)642-1429,1,112,77,99,78,12,99.1,102
Felton,Lee,04/08/1959,65,(559)803-1224,1,108,77,98,126,14,98.9,104
Katherine,Lopez,08/24/1961,63,(614)669-4748,3,103,70,100,124,19,99.5,106
Judson,Lopez,12/23/2005,18,(785)338-2194,6,107,70,100,113,18,99.8,110
Ernest,Allen,06/05/1951,73,(326)631-8965,0,102,78,96,116,20,98.8,105
Simon,Walker,07/16/1987,37,(440)830-9190,7,115,77,100,120,18,100.1,103
Stacey,Gaines,07/26/1965,59,(762)488-6158,4,111,76,100,101,12,98.8,104
Judson,Beard,01/05/2002,22,(703)304-6869,3,102,67,97,111,17,99.5,109
John,Jones,02/18/1959,65,(929)337-0984,1,117,77,99,125,20,99.6,105
Cathy,Taylor,04/25/1987,37,(425)561-4814,8,120,68,100,136,19,99.0,112
Brandi,Martin,08/13/1967,57,(936)688-1898,4,117,77,96,134,16,100.2,114
Jerald,Lyons,12/03/1959,65,(325)704-9026,7,114,69,98,85,18,99.2,103
Liam,Taylor,03/12/1965,59,(220)654-1264,7,110,76,98,102,14,99.6,109
Stacey,Adkins,08/20/1958,66,(520)699-1288,2,112,77,98,99,16,99.8,103
Logan,Zhang,08/07/1995,29,(307)696-5919,7,118,79,100,119,16,100.0,101
Betty,Miller,03/12/1965,59,(938)776-9009,0,101,74,96,133,18,98.9,113
William,Thomas,05/02/1983,41,(563)068-2439,0,118,77,99,139,18,100.1,112
Liam,Moore,02/10/1967,57,(814)432-9925,3,105,78,100,124,15,100.1,101
Carrol,Jones,05/07/1991,33,(570)166-6395,4,113,74,99,110,20,98.7,106
Carrol,Simpson,04/09/2002,22,(831)478-1390,6,113,76,96,118,12,100.4,105
Logan,Allen,02/07/1965,59,(818)434-2965,7,112,73,95,99,14,100.4,108
Connor,Miller,12/14/1951,72,(914)689-2410,0,118,72,97,128,18,100.0,103
Brandi,Gomez,11/09/1980,44,(737)495-3163,8,110,71,98,149,13,99.2,101
Oscar,Leblanc,10/22/1974,50,(779)803-4547,7,111,71,98,111,12,99.8,107
John,Martin,11/25/1964,60,(283)888-9297,2,102,77,100,85,13,99.5,102
Kelly,Young,05/14/2005,19,(531)095-8797,6,100,76,99,134,17,99.0,107
Raymond,Brown,07/14/1963,61,(949)662-5660,1,115,72,99,89,12,99.8,114
Hershel,Murray,07/18/1963,61,(586)588-7396,7,104,79,95,107,17,99.5,111
Oscar,Lewis,01/23/1985,39,(814)966-5017,8,119,72,100,116,17,100.2,110
James,Holt,01/12/2002,22,(458)218-1543,3,118,75,97,115,15,99.1,109
Josh,Thomas,06/12/1981,43,(779)364-5837,0,107,70,95,93,15,99.9,103
Ernest,Wilson,04/03/1979,45,(929)449-9917,3,111,78,98,105,15,99.1,101
Bella,Lin,05/07/1999,25,(802)776-7642,0,117,75,98,127,16,99.2,105
James,Hickman,02/15/2002,22,(704)924-4081,8,102,75,100,100,15,100.3,107
Dexter,Young,01/14/1973,51,(559)065-3227,9,102,69,99,119,20,100.1,108
Andre,Gaines,04/02/1980,44,(862)522-9958,8,117,67,99,136,14,99.3,110
Johnnie,Mays,10/21/1981,43,(517)452-8411,3,116,69,97,126,18,99.1,114
Samuel,Mullins,06/14/1964,60,(713)552-2272,0,105,76,100,97,18,98.8,106
Andre,Adkins,07/24/1978,46,(802)651-3790,1,115,77,100,101,14,100.1,110
Dorothy,Keith,03/02/1997,27,(804)126-8518,6,100,75,98,101,19,98.9,111
Bella,Brown,11/13/1981,43,(718)665-0468,3,119,73,99,122,16,100.1,104
Megan,Jones,04/02/1997,27,(980)430-8086,4,115,73,99,104,18,98.9,105
Kevin,Beard,02/14/1996,28,(513)423-5039,7,104,69,95,110,15,98.9,114
Judson,Cohen,05/17/1958,66,(763)715-6031,0,105,69,95,102,19,100.1,105
Megan,Thompson,03/13/1949,75,(702)037-6225,0,120,69,95,77,20,99.4,114
Wes,Anderson,08/29/1959,65,(573)261-3840,8,117,69,95,82,16,98.7,110
Brandi,Miller,05/18/1965,59,(448)382-3607,3,103,77,98,112,14,99.8,105
David,Young,06/05/1973,51,(269)334-1073,4,102,77,98,134,16,99.8,106
Vivian,Navarro,12/29/1982,41,(262)516-0900,8,103,69,95,107,20,100.3,114
Carlos,Chen,01/31/2002,22,(219)082-1473,5,113,76,97,120,14,98.6,104
Andre,Gaines,11/18/1999,25,(327)941-4250,4,116,75,99,114,14,100.2,108
Barbara,Jackson,05/04/1950,74,(501)501-9887,0,109,76,95,111,18,100.0,108
David,Young,03/21/1956,68,(220)963-4618,4,116,72,97,88,17,99.5,113
Betty,Garcia,02/07/1970,54,(305)004-7437,6,103,72,99,141,18,99.1,115
Johnnie,Young,04/07/1990,34,(610)445-1184,3,109,72,98,160,18,99.6,108
Tonia,Hernandez,02/10/1979,45,(609)247-6465,8,103,79,95,117,16,99.5,108
William,Lin,06/08/2001,23,(419)166-6009,4,113,78,99,111,18,99.2,102
Carrol,Robinson,12/07/1979,45,(986)699-0254,1,119,77,98,106,19,99.6,103
Ernest,Mullins,09/18/2003,21,(947)969-8919,4,120,71,98,122,19,98.6,110
Simon,Thompson,08/18/2003,21,(978)517-9745,9,100,77,96,106,13,99.9,111
Andre,Garcia,03/07/1963,61,(934)488-6668,0,118,71,98,82,12,98.8,111
Carrol,Leblanc,12/19/1971,52,(216)191-3137,2,108,71,100,144,16,99.8,101
Katherine,Hickman,03/11/1964,60,(937)610-1271,6,110,74,100,106,18,99.5,106
Jessica,Allen,02/26/1969,55,(404)080-5597,8,113,77,98,120,20,99.5,115
Felton,Jackson,01/15/1972,52,(513)005-5812,5,106,72,98,127,20,99.8,106
Jenny,Simpson,03/17/1987,37,(310)604-6482,3,114,75,98,145,12,99.8,101
Raymond,Simpson,10/10/2003,21,(502)885-4900,5,105,79,100,76,16,99.1,108
Ada,Lopez,02/20/1980,44,(351)423-6940,6,107,79,97,124,19,100.1,105
Logan,Allen,04/19/2002,22,(432)518-1374,4,117,71,97,103,15,99.2,110
Judson,Gaines,03/14/1999,25,(826)731-5963,6,106,79,99,124,19,98.9,101
Connor,Hickman,11/10/1975,49,(934)986-6134,8,118,73,98,144,16,99.9,104
Ada,Gonzales,10/25/1979,45,(464)121-7340,6,106,67,100,146,16,99.1,115
Oscar,Ward,04/10/1983,41,(810)905-1727,6,103,69,100,144,12,99.3,107
Hershel,Hickman,01/26/1964,60,(464)371-5551,2,104,76,98,126,17,99.4,114
Sally,Clark,02/16/1962,62,(806)280-2333,3,101,71,96,129,13,99.9,106
James,Gaines,11/05/1983,41,(240)163-2936,6,100,67,96,99,14,100.0,109
Jessica,Holt,09/12/1954,70,(248)147-0437,1,115,72,99,75,20,99.7,112
Jerald,Lopez,06/30/1953,71,(251)017-5302,1,103,67,95,81,15,99.0,114
Jenny,Hickman,12/15/1970,53,(773)781-2240,6,118,78,99,113,13,98.7,113
David,Lin,12/10/1976,48,(864)516-9982,4,109,67,96,141,12,99.9,108
Kelly,Holt,05/06/1966,58,(417)849-2822,1,116,71,100,85,18,99.0,108
Carrol,Anderson,07/08/1950,74,(515)824-7157,2,100,75,97,86,19,100.2,111
Jennifer,Potter,08/30/1975,49,(248)264-9878,3,110,67,99,126,14,99.8,105
Liam,Thomas,06/26/1971,53,(757)411-2955,5,120,72,95,135,15,99.0,109
Noah,Lin,04/15/1982,42,(402)324-2116,9,120,72,96,110,13,100.3,110
Felton,Gaines,11/15/1987,37,(301)367-5854,3,120,73,95,139,12,100.0,104
Jordan,Keith,06/20/1996,28,(820)098-6966,3,115,76,97,124,16,99.8,103
Tommy,Ward,10/08/1968,56,(463)470-9054,0,100,76,98,104,18,99.5,114
Jerald,Allen,10/16/1998,26,(274)070-5977,8,117,79,97,111,14,100.0,108
Katherine,Potter,01/11/1988,36,(430)610-0628,4,113,68,99,157,16,99.5,107
Tonia,Mullins,01/27/1977,47,(361)876-5816,7,117,79,95,115,17,99.4,101
Carlos,Garcia,04/10/1978,46,(832)731-8920,1,103,79,95,129,16,100.2,102
Tommy,Brown,06/01/1967,57,(602)837-3638,8,120,74,98,102,13,100.1,104
Hamza,Huynh,04/17/1979,45,(743)967-2220,6,101,76,96,98,20,99.1,108
William,Navarro,04/19/1958,66,(270)853-3727,4,117,72,95,111,19,99.9,107
James,Love,07/07/1985,39,(351)763-6504,9,108,74,97,117,20,100.2,115
Lucas,Garcia,08/04/1991,33,(641)709-3849,5,110,71,98,133,15,100.3,112
Felton,Mays,04/23/1979,45,(602)561-9921,1,108,73,96,124,14,98.6,108
Mustafa,Chen,12/20/1955,68,(619)106-0257,3,115,73,97,122,14,99.7,108
Wes,Love,06/28/1965,59,(559)513-0497,5,108,67,99,96,19,99.7,114
Cathy,Gaines,06/17/1973,51,(215)223-8706,9,119,76,97,107,14,100.2,110
Douglas,Lyons,08/27/1977,47,(706)294-8456,9,113,73,96,122,19,99.6,114
Mustafa,Zhang,02/15/1975,49,(440)132-8249,1,118,72,97,134,14,100.2,109
Harold,Johnson,09/02/1971,53,(364)988-2113,8,112,69,95,94,18,100.2,101
Jennifer,Holt,02/09/1981,43,(720)993-8119,3,108,69,97,105,19,99.5,109
Andre,White,05/05/1978,46,(385)917-7945,6,113,69,98,142,17,100.2,112
Bella,Thompson,06/01/1952,72,(517)023-2840,7,113,72,100,80,16,100.1,101
Athena,Lee,12/05/1991,33,(380)120-5314,6,115,72,98,105,14,98.6,104
Oscar,Lyons,01/02/1968,56,(281)492-8042,5,100,74,96,92,12,99.8,109
Barbara,Murray,03/04/1949,75,(279)170-9386,8,110,73,95,98,18,100.0,105
Jordan,Valencia,12/07/1949,75,(936)073-1056,5,106,71,95,97,17,98.6,114
Velma,Thomas,02/13/1978,46,(906)813-2152,1,100,72,96,113,15,98.8,109
