First_name,Last_name,Date_of_birth,Age,Phone_number,SSN,Systolic(BP),Diastolic(BP),Oxygen_saturation,Heart_rate,Respiratory_rate,Temperature,Glucose_levels
Elijah,Holt,04/20/1973,51,(719)304-8303,4,110,74,98,114,16,98.7,112
Hamza,White,09/26/1952,72,(212)068-8662,0,117,74,96,119,15,99.8,105
Duncan,Clark,06/18/1985,39,(206)035-0186,6,100,77,95,142,13,99.5,103
Simon,Taylor,06/06/1960,64,(315)873-1117,7,116,68,100,126,20,100.2,114
Ada,Jones,11/30/1968,56,(251)615-1571,8,115,70,99,128,16,99.1,101
Hamza,Leblanc,07/15/2000,24,(860)527-5739,5,115,79,98,75,19,99.1,107
Waldo,Lyons,04/25/1987,37,(434)660-1666,1,113,75,98,94,14,99.2,106
Athena,Lin,11/18/1962,62,(610)747-0368,9,112,69,97,99,12,99.2,112
Stacey,Gaines,06/03/1962,62,(256)787-4274,8,119,74,95,113,12,99.2,108
Duncan,Valencia,09/13/1976,48,(689)342-1423,9,114,69,95,144,19,99.8,107
Jennifer,Simpson,03/15/1949,75,(283)251-5827,6,116,76,99,82,16,98.9,103
Noah,Cohen,05/12/1949,75,(617)416-0807,5,109,70,99,110,16,100.3,101
William,Wilson,07/21/1975,49,(656)192-4950,8,112,68,95,125,20,99.8,115
Mustafa,Taylor,03/19/1961,63,(606)754-2541,6,117,67,100,83,14,99.5,111
Hershel,Jones,02/18/1965,59,(914)335-6166,4,110,68,97,110,12,98.7,109
Harold,Clark,01/08/1993,31,(203)495-9662,6,120,72,97,143,13,99.2,104
Dexter,Lyons,02/09/2003,21,(234)543-6918,1,110,79,100,84,19,99.5,106
Brandi,Martin,10/13/1970,54,(402)496-1305,9,102,73,96,131,18,99.6,107
Bella,Mullins,02/05/1996,28,(567)189-0936,0,105,69,96,94,14,99.9,101
Judson,Jones,06/24/1971,53,(279)447-2553,2,114,76,97,121,19,99.0,113
John,Adkins,12/13/1950,74,(479)674-4957,4,114,75,99,121,19,99.3,115
James,Gonzales,02/03/1982,42,(447)451-6886,1,120,68,96,95,17,100.1,112
Cara,White,07/08/1990,34,(214)609-0084,5,103,71,98,148,20,99.2,115
Lucas,Simpson,08/24/1988,36,(986)167-7019,2,115,75,100,107,17,100.1,110
Ilene,Martin,05/11/2004,20,(763)599-8178,0,109,76,97,149,15,99.9,114
Carlos,Young,01/05/1959,65,(908)822-5887,6,116,74,98,87,12,98.7,112
Dorothy,Young,11/07/1995,29,(205)257-8883,2,110,72,97,95,18,99.2,108
Elijah,Martinez,08/12/1988,36,(908)809-0186,1,109,72,100,142,12,98.9,106
Harri,Potter,04/18/1976,48,(252)413-8919,4,102,77,99,110,20,99.7,106
Duncan,Navarro,02/19/1961,63,(636)680-1607,7,113,67,96,83,14,99.9,114
James,Cohen,04/10/1951,73,(339)548-1504,7,101,73,95,128,15,99.4,110
